ZCTA,ADI_NATRANK,ADI_STATERNK,ADI_QUINTILE
99770,22,22,4
99771,29,29,2
99772,58,58,1
99773,17,17,3
99774,58,58,4
99775,56,56,3
99776,1,1,3
99777,22,22,5
99778,76,76,2
99779,67,67,4
99780,28,28,2
99781,24,24,2
99782,1,1,4
99783,86,86,5
99784,51,51,3
99785,97,97,4
99786,45,45,1
99787,57,57,2
99788,72,72,3
99789,90,90,1
99790,62,62,2
99791,50,50,3
99792,50,50,1
99793,23,23,2
99794,40,40,3
99795,51,51,3
99796,84,84,5
99797,39,39,4
99798,76,76,3
99799,47,47,5
99800,81,81,4
99801,66,66,2
99802,65,65,1
99803,74,74,4
99804,70,70,3
99805,76,76,4
99806,100,100,4
99807,90,90,4
99808,61,61,5
99809,38,38,3
99810,59,59,1
99811,1,1,5
99812,70,70,2
99813,23,23,4
99814,78,78,5
99815,99,99,4
99816,13,13,3
99817,48,48,3
99818,23,23,2
99819,6,6,2
99820,47,47,4
99821,65,65,4
99822,68,68,4
99823,53,53,1
99824,8,8,3
99825,53,53,4
99826,12,12,3
99827,14,14,3
99828,25,25,4
99829,76,76,4
99830,63,63,3
99831,58,58,5
99832,28,28,1
99833,40,40,5
99834,15,15,1
99835,84,84,1
99836,100,100,5
99837,63,63,2
99838,68,68,4
99839,46,46,5
99840,9,9,5
99841,28,28,5
99842,38,38,2
99843,40,40,4
99844,34,34,1
99845,51,51,3
99846,28,28,5
99847,100,100,2
99848,15,15,3
99849,72,72,3
99850,43,43,4
99851,61,61,5
99852,62,62,1
99853,53,53,3
99854,21,21,5
99855,41,41,3
99856,54,54,1
99857,52,52,3
99858,24,24,2
99859,82,82,1
99860,1,1,5
99861,43,43,3
99862,26,26,5
99863,54,54,5
99864,75,75,4
99865,14,14,1
99866,100,100,3
99867,55,55,1
99868,59,59,5
99869,14,14,1
99870,48,48,2
99871,74,74,3
99872,55,55,2
99873,53,53,2
99874,48,48,3
99875,15,15,1
99876,15,15,1
99877,79,79,2
99878,72,72,4
99879,75,75,3
99880,29,29,3
99881,46,46,3
99882,80,80,2
99883,19,19,5
99884,78,78,1
99885,35,35,4
99886,28,28,5
99887,49,49,5
99888,22,22,1
99889,2,2,2
99890,51,51,4
99891,63,63,1
99892,80,80,5
99893,65,65,4
99894,99,99,4
99895,84,84,1
99896,68,68,4
99897,61,61,4
99898,80,80,5
99899,1,1,1
99900,37,37,1
99901,3,3,2
99902,66,66,1
99903,31,31,3
99904,100,100,5
99905,37,37,2
99906,52,52,5
99907,39,39,1
99908,37,37,1
99909,18,18,1
99910,17,17,2
99911,1,1,5
99912,63,63,1
99913,39,39,4
99914,98,98,3
99915,18,18,5
99916,86,86,1
99917,89,89,2
99918,81,81,1
99919,55,55,3
99920,41,41,2
99921,81,81,5
99922,30,30,4
99923,56,56,4
99924,48,48,3
99925,27,27,1
99926,56,56,3
99927,68,68,5
99928,26,26,5
99929,61,61,5
99930,1,1,5
99931,23,23,1
99932,38,38,2
99933,58,58,1
99934,71,71,2
99935,52,52,1
99936,64,64,3
99937,45,45,4
99938,60,60,5
99939,58,58,4
99940,37,37,5
99941,41,41,1
99942,65,65,1
99943,95,95,4
99944,80,80,2
99945,21,21,2
99946,21,21,2
99947,36,36,2
99948,52,52,3
99949,51,51,3
99950,81,81,3
99951,82,82,4
99952,50,50,2
99953,44,44,2
99954,62,62,1
99955,76,76,2
99956,63,63,4
99957,39,39,4
99958,34,34,4
99959,22,22,2
99960,54,54,3
99961,65,65,3
99962,68,68,3
99963,78,78,3
99964,87,87,3
99965,15,15,3
99966,60,60,4
99967,60,60,1
99968,48,48,4
99969,29,29,1
99970,86,86,1
99971,35,35,5
99972,1,1,5
99973,50,50,1
99974,44,44,3
99975,96,96,1
99976,62,62,3
99977,42,42,5
99978,45,45,5
99979,44,44,4
99980,100,100,2
99981,66,66,4
99982,14,14,2
99983,43,43,5
99984,49,49,5
99985,22,22,3
99986,5,5,2
99987,64,64,2
99988,29,29,1
99989,81,81,5
99990,50,50,3
99991,38,38,2
99992,1,1,3
99993,80,80,5
99994,57,57,1
99995,38,38,5
99996,27,27,5
99997,89,89,5
99998,23,23,2
99999,40,40,2
100000,64,64,2
100001,86,86,2
100002,44,44,1
100003,31,31,4
100004,47,47,3
100005,72,72,5
100006,78,78,1
100007,15,15,4
100008,52,52,4
100009,14,14,4
100010,72,72,5
100011,60,60,4
100012,26,26,5
100013,88,88,2
100014,58,58,3
100015,55,55,1
100016,45,45,1
100017,49,49,2
100018,40,40,1
100019,31,31,2
100020,80,80,1
100021,37,37,1
100022,36,36,5
100023,46,46,1
100024,85,85,4
100025,78,78,1
100026,40,40,5
100027,80,80,5
100028,52,52,4
100029,28,28,4
100030,38,38,1
100031,84,84,5
100032,100,100,5
100033,57,57,5
100034,35,35,4
100035,46,46,2
100036,30,30,5
100037,34,34,2
100038,32,32,3
100039,48,48,1
100040,53,53,5
100041,46,46,1
100042,44,44,2
100043,69,69,3
100044,44,44,4
100045,45,45,4
100046,45,45,2
100047,88,88,1
100048,37,37,4
100049,64,64,5
100050,31,31,5
100051,58,58,3
100052,63,63,5
100053,77,77,3
100054,40,40,3
100055,22,22,3
100056,30,30,3
100057,74,74,4
100058,100,100,3
100059,70,70,2
100060,18,18,2
100061,70,70,1
100062,26,26,3
100063,41,41,2
100064,54,54,1
100065,58,58,4
100066,51,51,4
100067,34,34,4
100068,76,76,3
100069,36,36,5
100070,81,81,5
100071,16,16,5
100072,55,55,4
100073,19,19,2
100074,29,29,5
100075,37,37,2
100076,88,88,2
100077,82,82,3
100078,71,71,1
100079,50,50,5
100080,54,54,3
100081,81,81,3
100082,67,67,4
100083,50,50,3
100084,87,87,1
100085,70,70,4
100086,56,56,4
100087,38,38,3
100088,36,36,4
100089,41,41,2
100090,61,61,2
100091,70,70,1
100092,13,13,2
100093,1,1,5
100094,26,26,5
100095,39,39,2
100096,79,79,3
100097,42,42,4
100098,56,56,2
100099,60,60,1
100100,24,24,5
100101,86,86,4
100102,33,33,5
100103,88,88,2
100104,46,46,4
100105,41,41,2
100106,22,22,2
100107,54,54,3
100108,100,100,2
100109,60,60,1
100110,56,56,2
100111,33,33,1
100112,64,64,4
100113,53,53,3
100114,48,48,1
100115,62,62,1
100116,4,4,1
100117,47,47,4
100118,20,20,1
100119,50,50,4
100120,31,31,1
100121,33,33,2
100122,16,16,5
100123,77,77,4
100124,33,33,1
100125,34,34,5
100126,88,88,3
100127,64,64,5
100128,1,1,4
100129,84,84,4
100130,91,91,5
100131,88,88,2
100132,66,66,4
100133,22,22,3
100134,48,48,1
100135,13,13,1
100136,28,28,1
100137,22,22,4
100138,34,34,3
100139,54,54,3
100140,38,38,1
100141,37,37,3
100142,42,42,5
100143,87,87,2
100144,100,100,4
100145,38,38,4
100146,58,58,4
100147,28,28,3
100148,69,69,5
100149,38,38,2
100150,32,32,5
100151,100,100,2
100152,16,16,2
100153,1,1,1
100154,68,68,4
100155,40,40,3
100156,33,33,2
100157,100,100,2
100158,68,68,5
100159,48,48,5
100160,32,32,3
100161,61,61,4
100162,6,6,3
100163,37,37,2
100164,49,49,5
100165,55,55,1
100166,46,46,3
100167,32,32,2
100168,73,73,3
100169,8,8,3
100170,43,43,3
100171,37,37,1
100172,75,75,3
100173,38,38,2
100174,60,60,1
100175,58,58,1
100176,4,4,4
100177,48,48,3
100178,6,6,4
100179,58,58,4
100180,31,31,4
100181,79,79,3
100182,45,45,2
100183,30,30,2
100184,79,79,4
100185,28,28,3
100186,72,72,5
100187,61,61,5
100188,40,40,1
100189,16,16,1
100190,81,81,4
100191,62,62,2
100192,30,30,1
100193,56,56,5
100194,75,75,2
100195,52,52,5
100196,55,55,4
100197,75,75,4
100198,88,88,2
100199,47,47,2
100200,16,16,3
100201,17,17,1
100202,32,32,2
100203,26,26,2
100204,7,7,1
100205,96,96,2
100206,63,63,4
100207,36,36,1
100208,49,49,1
100209,5,5,4
100210,78,78,5
100211,1,1,2
100212,62,62,1
100213,4,4,3
100214,39,39,5
100215,81,81,4
100216,9,9,4
100217,46,46,2
100218,65,65,3
100219,61,61,1
100220,51,51,4
100221,62,62,4
100222,34,34,5
100223,98,98,2
100224,9,9,1
100225,79,79,3
100226,54,54,4
100227,65,65,4
100228,69,69,1
100229,63,63,2
100230,29,29,3
100231,42,42,2
100232,13,13,5
100233,42,42,3
100234,58,58,4
100235,65,65,3
100236,59,59,4
100237,6,6,2
100238,35,35,5
100239,33,33,2
100240,17,17,3
100241,29,29,2
100242,50,50,3
100243,85,85,2
100244,26,26,2
100245,21,21,5
100246,35,35,1
100247,58,58,4
100248,80,80,5
100249,47,47,1
100250,13,13,4
100251,19,19,2
100252,54,54,1
100253,74,74,3
100254,95,95,5
100255,20,20,1
100256,53,53,3
100257,24,24,3
100258,27,27,5
100259,25,25,1
100260,41,41,4
100261,27,27,4
100262,100,100,4
100263,38,38,5
100264,74,74,5
100265,33,33,1
100266,100,100,3
100267,58,58,2
100268,70,70,2
100269,35,35,3
100270,74,74,2
100271,58,58,3
100272,40,40,5
100273,23,23,1
100274,44,44,5
100275,41,41,3
100276,71,71,4
100277,44,44,5
100278,1,1,2
100279,66,66,3
100280,82,82,3
100281,8,8,2
100282,95,95,5
100283,84,84,5
100284,34,34,1
100285,22,22,1
100286,76,76,3
100287,15,15,1
100288,33,33,4
100289,17,17,1
100290,50,50,3
100291,86,86,1
100292,59,59,2
100293,75,75,4
100294,41,41,3
100295,52,52,5
100296,19,19,5
100297,47,47,2
100298,31,31,1
100299,45,45,5
100300,44,44,5
100301,42,42,5
100302,100,100,1
100303,94,94,5
100304,85,85,2
100305,94,94,4
100306,85,85,5
100307,49,49,2
100308,46,46,5
100309,55,55,2
100310,44,44,5
100311,23,23,2
100312,57,57,5
100313,10,10,1
100314,53,53,4
100315,25,25,3
100316,47,47,3
100317,54,54,2
100318,41,41,4
100319,8,8,1
100320,20,20,3
100321,61,61,2
100322,36,36,5
100323,64,64,1
100324,50,50,1
100325,45,45,2
100326,58,58,3
100327,33,33,2
100328,60,60,3
100329,39,39,5
100330,100,100,4
100331,21,21,3
100332,41,41,1
100333,42,42,4
100334,16,16,1
100335,68,68,4
100336,39,39,2
100337,1,1,3
100338,67,67,2
100339,34,34,5
100340,47,47,1
100341,66,66,3
100342,40,40,1
100343,40,40,4
100344,100,100,5
100345,1,1,3
100346,17,17,3
100347,22,22,5
100348,94,94,3
100349,33,33,3
100350,56,56,3
100351,38,38,4
100352,65,65,1
100353,49,49,5
100354,56,56,3
100355,82,82,1
100356,61,61,4
100357,31,31,2
100358,57,57,1
100359,100,100,4
100360,64,64,5
100361,53,53,5
100362,15,15,5
100363,68,68,5
100364,71,71,1
100365,57,57,2
100366,52,52,5
100367,100,100,2
100368,71,71,4
100369,81,81,4
100370,51,51,2
100371,46,46,5
100372,65,65,3
100373,46,46,3
100374,48,48,5
100375,61,61,3
100376,37,37,1
100377,55,55,3
100378,52,52,5
100379,74,74,4
100380,34,34,4
100381,1,1,4
100382,42,42,2
100383,59,59,5
100384,74,74,5
100385,32,32,1
100386,63,63,1
100387,78,78,5
100388,68,68,5
100389,30,30,5
100390,32,32,5
100391,60,60,3
100392,90,90,4
100393,50,50,3
100394,45,45,1
100395,15,15,4
100396,40,40,3
100397,32,32,4
100398,50,50,3
100399,12,12,3
100400,41,41,1
100401,24,24,2
100402,73,73,1
100403,28,28,1
100404,35,35,5
100405,57,57,1
100406,38,38,2
100407,100,100,3
100408,73,73,4
100409,50,50,1
100410,59,59,4
100411,1,1,4
100412,80,80,2
100413,62,62,2
100414,48,48,5
100415,64,64,5
100416,67,67,4
100417,39,39,1
100418,59,59,3
100419,76,76,3
100420,61,61,1
100421,43,43,3
100422,57,57,4
100423,84,84,2
100424,69,69,4
100425,20,20,5
100426,64,64,2
100427,61,61,5
100428,79,79,1
100429,50,50,5
100430,40,40,1
100431,15,15,1
100432,32,32,4
100433,80,80,3
100434,54,54,5
100435,47,47,2
100436,82,82,2
100437,77,77,3
100438,31,31,3
100439,80,80,2
100440,8,8,4
100441,61,61,4
100442,58,58,5
100443,78,78,5
100444,59,59,2
100445,43,43,4
100446,45,45,2
100447,100,100,4
100448,52,52,3
100449,64,64,5
100450,1,1,4
100451,29,29,5
100452,62,62,5
100453,9,9,5
100454,63,63,5
100455,31,31,3
100456,24,24,2
100457,31,31,2
100458,88,88,1
100459,58,58,3
100460,27,27,3
100461,69,69,3
100462,70,70,5
100463,40,40,5
100464,73,73,1
100465,75,75,2
100466,71,71,3
100467,33,33,2
100468,20,20,4
100469,7,7,3
100470,33,33,3
100471,40,40,5
100472,42,42,5
100473,48,48,1
100474,93,93,4
100475,41,41,3
100476,48,48,2
100477,4,4,1
100478,100,100,3
100479,17,17,2
100480,32,32,2
100481,67,67,4
100482,56,56,4
100483,91,91,2
100484,68,68,1
100485,47,47,5
100486,76,76,1
100487,79,79,5
100488,33,33,4
100489,74,74,2
100490,44,44,2
100491,47,47,1
100492,53,53,2
100493,40,40,1
100494,39,39,4
100495,74,74,1
100496,11,11,3
100497,23,23,3
100498,66,66,2
100499,48,48,1
100500,74,74,1
100501,58,58,1
100502,16,16,4
100503,51,51,2
100504,63,63,4
100505,55,55,3
100506,38,38,3
100507,43,43,3
100508,35,35,4
100509,16,16,2
100510,13,13,1
100511,59,59,3
100512,28,28,2
100513,64,64,3
100514,35,35,4
100515,17,17,3
100516,39,39,4
100517,100,100,3
100518,47,47,4
100519,66,66,4
100520,54,54,3
100521,14,14,4
100522,86,86,5
100523,43,43,3
100524,17,17,3
100525,37,37,4
100526,44,44,3
100527,68,68,1
100528,32,32,5
100529,100,100,1
100530,26,26,4
100531,65,65,4
100532,1,1,5
100533,46,46,1
100534,59,59,3
100535,22,22,3
100536,87,87,2
100537,60,60,1
100538,42,42,3
100539,60,60,3
100540,35,35,1
100541,81,81,4
100542,75,75,4
100543,59,59,4
100544,65,65,5
100545,13,13,3
100546,86,86,5
100547,47,47,5
100548,75,75,2
100549,68,68,1
100550,75,75,3
100551,23,23,3
100552,26,26,3
100553,100,100,3
100554,12,12,4
100555,22,22,3
100556,51,51,1
100557,51,51,5
100558,36,36,2
100559,65,65,5
100560,72,72,1
100561,49,49,5
100562,43,43,1
100563,49,49,2
100564,37,37,1
100565,7,7,4
100566,57,57,5
100567,69,69,3
100568,46,46,5
100569,1,1,3
100570,35,35,4
100571,72,72,5
100572,14,14,2
100573,67,67,2
100574,38,38,5
100575,49,49,5
100576,32,32,5
100577,21,21,5
100578,85,85,1
100579,70,70,5
100580,66,66,3
100581,72,72,5
100582,62,62,3
100583,73,73,3
100584,33,33,3
100585,84,84,2
100586,82,82,1
100587,59,59,5
100588,42,42,5
100589,19,19,1
100590,55,55,4
100591,92,92,4
100592,20,20,3
100593,75,75,2
100594,38,38,5
100595,40,40,4
100596,20,20,3
100597,31,31,4
100598,66,66,1
100599,69,69,3
100600,55,55,1
100601,37,37,2
100602,22,22,4
100603,51,51,5
100604,40,40,3
100605,55,55,2
100606,41,41,4
100607,42,42,5
100608,53,53,4
100609,58,58,5
100610,80,80,3
100611,41,41,4
100612,63,63,1
100613,95,95,2
100614,64,64,2
100615,79,79,3
100616,34,34,5
100617,31,31,5
100618,46,46,1
100619,48,48,1
100620,76,76,2
100621,31,31,2
100622,47,47,4
100623,76,76,5
100624,55,55,5
100625,49,49,4
100626,55,55,5
100627,21,21,3
100628,21,21,2
100629,10,10,3
100630,55,55,3
100631,72,72,4
100632,69,69,2
100633,78,78,2
100634,86,86,2
100635,53,53,5
100636,48,48,3
100637,86,86,4
100638,32,32,4
100639,20,20,2
100640,41,41,3
100641,38,38,5
100642,51,51,3
100643,28,28,5
100644,59,59,2
100645,35,35,1
100646,80,80,5
100647,20,20,5
100648,46,46,5
100649,41,41,4
100650,55,55,5
100651,73,73,5
100652,56,56,5
100653,46,46,3
100654,67,67,2
100655,71,71,5
100656,56,56,3
100657,59,59,3
100658,66,66,3
100659,8,8,3
100660,41,41,3
100661,59,59,1
100662,42,42,5
100663,42,42,3
100664,59,59,3
100665,59,59,1
100666,61,61,1
100667,30,30,2
100668,14,14,4
100669,70,70,1
100670,31,31,5
100671,29,29,2
100672,27,27,2
100673,78,78,1
100674,55,55,1
100675,58,58,4
100676,67,67,5
100677,48,48,4
100678,75,75,1
100679,20,20,2
100680,22,22,3
100681,21,21,5
100682,60,60,2
100683,62,62,4
100684,38,38,3
100685,44,44,2
100686,81,81,3
100687,32,32,1
100688,57,57,4
100689,32,32,2
100690,77,77,4
100691,65,65,1
100692,15,15,5
100693,43,43,1
100694,1,1,5
100695,72,72,5
100696,100,100,5
100697,1,1,3
100698,14,14,4
100699,54,54,2
100700,49,49,1
100701,39,39,3
100702,6,6,1
100703,58,58,5
100704,72,72,1
100705,100,100,3
100706,82,82,4
100707,17,17,3
100708,49,49,4
100709,64,64,1
100710,32,32,3
100711,69,69,2
100712,67,67,5
100713,80,80,4
100714,70,70,5
100715,57,57,1
100716,34,34,2
100717,17,17,1
100718,55,55,1
100719,39,39,2
100720,42,42,4
100721,78,78,2
100722,84,84,3
100723,19,19,5
100724,44,44,4
100725,39,39,2
100726,57,57,2
100727,1,1,3
100728,13,13,1
100729,47,47,4
100730,69,69,2
100731,51,51,5
100732,66,66,4
100733,54,54,4
100734,81,81,2
100735,87,87,2
100736,30,30,4
100737,72,72,3
100738,62,62,2
100739,100,100,1
100740,30,30,1
100741,47,47,4
100742,24,24,2
100743,25,25,3
100744,59,59,3
100745,55,55,3
100746,63,63,5
100747,62,62,5
100748,44,44,3
100749,43,43,1
100750,25,25,3
100751,32,32,4
100752,48,48,3
100753,54,54,4
100754,67,67,1
100755,65,65,4
100756,88,88,1
100757,25,25,4
100758,44,44,2
100759,27,27,4
100760,81,81,1
100761,37,37,3
100762,78,78,4
100763,86,86,2
100764,60,60,4
100765,57,57,4
100766,50,50,3
100767,42,42,2
100768,39,39,3
100769,46,46,3
100770,95,95,3
100771,23,23,4
100772,55,55,3
100773,67,67,2
100774,42,42,2
100775,60,60,1
100776,12,12,2
100777,83,83,4
100778,78,78,4
100779,47,47,2
100780,28,28,5
100781,69,69,3
100782,21,21,5
100783,24,24,4
100784,48,48,4
100785,87,87,1
100786,66,66,2
100787,33,33,1
100788,7,7,4
100789,51,51,2
100790,56,56,4
100791,48,48,2
100792,95,95,5
100793,46,46,1
100794,1,1,1
100795,39,39,2
100796,61,61,3
100797,59,59,2
100798,45,45,4
100799,41,41,1
100800,1,1,2
100801,52,52,5
100802,41,41,1
100803,56,56,5
100804,62,62,5
100805,81,81,1
100806,26,26,2
100807,17,17,2
100808,35,35,4
100809,31,31,3
100810,29,29,4
100811,86,86,4
100812,53,53,1
100813,99,99,5
100814,49,49,4
100815,20,20,3
100816,29,29,5
100817,75,75,4
100818,21,21,2
100819,63,63,3
100820,41,41,3
100821,26,26,1
100822,84,84,5
100823,35,35,1
100824,29,29,4
100825,48,48,3
100826,37,37,1
100827,100,100,5
100828,76,76,5
100829,35,35,3
100830,38,38,2
100831,1,1,1
100832,53,53,2
100833,31,31,2
100834,52,52,3
100835,1,1,5
100836,49,49,3
100837,92,92,5
100838,51,51,4
100839,30,30,3
100840,49,49,5
100841,48,48,3
100842,100,100,5
100843,41,41,2
100844,19,19,1
100845,50,50,5
100846,54,54,3
100847,64,64,5
100848,68,68,5
100849,98,98,1
100850,35,35,3
100851,32,32,2
100852,3,3,4
100853,66,66,4
100854,27,27,2
100855,72,72,3
100856,37,37,4
100857,93,93,1
100858,14,14,5
100859,75,75,4
100860,72,72,5
100861,63,63,2
100862,22,22,1
100863,63,63,3
100864,53,53,1
100865,4,4,5
100866,88,88,1
100867,41,41,4
100868,87,87,3
100869,48,48,2
100870,74,74,1
100871,28,28,4
100872,55,55,3
100873,53,53,2
100874,41,41,5
100875,28,28,2
100876,1,1,3
100877,28,28,3
100878,67,67,1
100879,15,15,5
100880,20,20,2
100881,14,14,1
100882,55,55,2
100883,27,27,4
100884,80,80,3
100885,68,68,4
100886,55,55,1
100887,57,57,2
100888,30,30,5
100889,30,30,1
100890,67,67,5
100891,72,72,1
100892,67,67,5
100893,38,38,2
100894,40,40,4
100895,26,26,1
100896,69,69,1
100897,1,1,2
100898,1,1,1
100899,1,1,2
100900,1,1,3
100901,83,83,3
100902,69,69,4
100903,20,20,4
100904,47,47,4
100905,86,86,3
100906,62,62,3
100907,100,100,3
100908,47,47,5
100909,33,33,2
100910,22,22,1
100911,50,50,4
100912,73,73,2
100913,52,52,5
100914,41,41,5
100915,81,81,1
100916,63,63,1
100917,47,47,3
100918,30,30,4
100919,43,43,2
100920,61,61,4
100921,30,30,3
100922,19,19,2
100923,37,37,1
100924,48,48,4
100925,84,84,2
100926,20,20,5
100927,55,55,3
100928,43,43,3
100929,44,44,5
100930,88,88,5
100931,52,52,2
100932,27,27,2
100933,72,72,4
100934,70,70,3
100935,24,24,1
100936,20,20,5
100937,60,60,1
100938,49,49,1
100939,38,38,1
100940,76,76,4
100941,35,35,4
100942,60,60,2
100943,79,79,2
100944,41,41,2
100945,4,4,4
100946,39,39,1
100947,54,54,5
100948,75,75,2
100949,36,36,5
100950,93,93,1
100951,17,17,4
100952,54,54,2
100953,44,44,1
100954,83,83,5
100955,13,13,5
100956,60,60,3
100957,43,43,4
100958,88,88,3
100959,29,29,5
100960,60,60,2
100961,29,29,3
100962,54,54,3
100963,40,40,2
100964,40,40,5
100965,1,1,1
100966,60,60,1
100967,22,22,3
100968,22,22,4
100969,11,11,1
100970,23,23,2
100971,62,62,5
100972,61,61,2
100973,66,66,4
100974,24,24,4
100975,55,55,3
100976,34,34,5
100977,73,73,4
100978,60,60,3
100979,33,33,3
100980,76,76,4
100981,62,62,3
100982,15,15,5
100983,8,8,2
100984,16,16,2
100985,91,91,2
100986,24,24,1
100987,96,96,1
100988,23,23,5
100989,20,20,4
100990,71,71,4
100991,73,73,4
100992,63,63,5
100993,66,66,3
100994,29,29,5
100995,70,70,2
100996,55,55,5
100997,40,40,4
100998,52,52,2
100999,76,76,3
101000,59,59,3
101001,1,1,1
101002,72,72,3
101003,70,70,2
101004,40,40,1
101005,52,52,5
101006,52,52,4
101007,1,1,5
101008,39,39,4
101009,40,40,2
101010,46,46,3
101011,36,36,4
101012,66,66,5
101013,29,29,2
101014,72,72,5
101015,65,65,5
101016,84,84,4
101017,93,93,5
101018,93,93,2
101019,20,20,5
101020,58,58,4
101021,32,32,1
101022,100,100,5
101023,65,65,3
101024,85,85,3
101025,60,60,3
101026,1,1,1
101027,30,30,3
101028,32,32,5
101029,40,40,1
101030,58,58,2
101031,62,62,1
101032,1,1,3
101033,44,44,4
101034,37,37,4
101035,84,84,5
101036,64,64,4
101037,45,45,2
101038,55,55,5
101039,7,7,4
101040,66,66,3
101041,40,40,4
101042,29,29,5
101043,82,82,4
101044,56,56,2
101045,33,33,4
101046,34,34,1
101047,59,59,2
101048,57,57,3
101049,50,50,1
101050,19,19,1
101051,23,23,1
101052,31,31,4
101053,45,45,5
101054,48,48,5
101055,46,46,2
101056,47,47,3
101057,97,97,5
101058,71,71,1
101059,79,79,4
101060,61,61,4
101061,51,51,1
101062,60,60,5
101063,55,55,5
101064,70,70,1
101065,25,25,1
101066,68,68,1
101067,54,54,2
101068,4,4,3
101069,52,52,3
101070,17,17,2
101071,36,36,5
101072,46,46,2
101073,12,12,1
101074,48,48,2
101075,51,51,3
101076,68,68,3
101077,38,38,2
101078,56,56,1
101079,47,47,5
101080,39,39,5
101081,8,8,2
101082,47,47,2
101083,68,68,4
101084,26,26,4
101085,44,44,2
101086,48,48,5
101087,77,77,3
101088,50,50,3
101089,57,57,4
101090,49,49,5
101091,37,37,4
101092,21,21,1
101093,42,42,2
101094,59,59,3
101095,53,53,2
101096,86,86,4
101097,73,73,5
101098,81,81,4
101099,1,1,5
101100,89,89,2
101101,56,56,5
101102,60,60,4
101103,72,72,2
101104,50,50,4
101105,23,23,1
101106,86,86,4
101107,30,30,3
101108,25,25,2
101109,44,44,4
101110,40,40,4
101111,50,50,2
101112,47,47,1
101113,83,83,3
101114,61,61,3
101115,28,28,5
101116,31,31,5
101117,40,40,3
101118,40,40,4
101119,37,37,3
101120,22,22,4
101121,57,57,2
101122,38,38,2
101123,26,26,4
101124,62,62,1
101125,71,71,4
101126,43,43,5
101127,94,94,2
101128,100,100,3
101129,62,62,5
101130,38,38,4
101131,56,56,2
101132,19,19,2
101133,28,28,4
101134,7,7,3
101135,34,34,1
101136,19,19,2
101137,65,65,5
101138,31,31,4
101139,56,56,5
101140,68,68,4
101141,79,79,5
101142,41,41,2
101143,57,57,4
101144,58,58,1
101145,81,81,4
101146,69,69,3
101147,82,82,2
101148,8,8,5
101149,33,33,5
101150,75,75,1
101151,64,64,4
101152,46,46,2
101153,38,38,3
101154,69,69,5
101155,1,1,2
101156,69,69,5
101157,52,52,1
101158,37,37,4
101159,62,62,4
101160,40,40,2
101161,50,50,2
101162,48,48,5
101163,68,68,4
101164,53,53,2
101165,2,2,3
101166,15,15,1
101167,22,22,2
101168,61,61,3
101169,63,63,1
101170,91,91,5
101171,24,24,4
101172,82,82,5
101173,1,1,4
101174,50,50,5
101175,56,56,3
101176,56,56,4
101177,42,42,5
101178,52,52,4
101179,19,19,1
101180,71,71,4
101181,56,56,5
101182,59,59,4
101183,43,43,3
101184,41,41,4
101185,63,63,5
101186,89,89,1
101187,15,15,4
101188,13,13,2
101189,56,56,4
101190,41,41,4
101191,53,53,1
101192,49,49,2
101193,65,65,4
101194,42,42,1
101195,19,19,2
101196,30,30,5
101197,45,45,2
101198,18,18,3
101199,49,49,5
101200,51,51,2
101201,41,41,2
101202,55,55,4
101203,9,9,4
101204,26,26,5
101205,21,21,5
101206,71,71,4
101207,100,100,2
101208,27,27,1
101209,44,44,2
101210,32,32,1
101211,55,55,4
101212,34,34,4
101213,57,57,1
101214,66,66,5
101215,19,19,2
101216,56,56,3
101217,5,5,4
101218,43,43,3
101219,41,41,3
101220,44,44,1
101221,42,42,3
101222,37,37,4
101223,43,43,5
101224,55,55,3
101225,56,56,3
101226,52,52,4
101227,35,35,5
101228,77,77,2
101229,88,88,3
101230,17,17,4
101231,54,54,4
101232,38,38,1
101233,73,73,4
101234,49,49,1
101235,51,51,3
101236,62,62,3
101237,42,42,5
101238,91,91,3
101239,62,62,2
101240,73,73,2
101241,44,44,5
101242,46,46,1
101243,70,70,3
101244,67,67,1
101245,18,18,4
101246,53,53,3
101247,61,61,2
101248,46,46,2
101249,59,59,5
101250,47,47,3
101251,1,1,4
101252,17,17,5
101253,74,74,5
101254,43,43,2
101255,54,54,5
101256,49,49,1
101257,29,29,2
101258,38,38,5
101259,58,58,2
101260,60,60,2
101261,100,100,2
101262,38,38,4
101263,91,91,3
101264,28,28,4
101265,62,62,5
101266,54,54,4
101267,46,46,2
101268,49,49,5
101269,34,34,2
101270,72,72,1
101271,28,28,1
101272,57,57,3
101273,68,68,1
101274,84,84,1
101275,74,74,2
101276,64,64,2
101277,34,34,4
101278,30,30,5
101279,21,21,4
101280,19,19,2
101281,49,49,2
101282,31,31,5
101283,79,79,1
101284,35,35,5
101285,52,52,1
101286,43,43,5
101287,14,14,2
101288,77,77,3
101289,67,67,4
101290,70,70,3
101291,64,64,2
101292,31,31,3
101293,31,31,4
101294,61,61,1
101295,88,88,1
101296,59,59,3
101297,74,74,1
101298,36,36,4
101299,77,77,2
101300,39,39,3
101301,56,56,1
101302,40,40,3
101303,72,72,1
101304,72,72,1
101305,13,13,1
101306,83,83,5
101307,100,100,1
101308,41,41,4
101309,46,46,1
101310,80,80,1
101311,51,51,3
101312,49,49,3
101313,97,97,5
101314,16,16,5
101315,30,30,4
101316,60,60,4
101317,9,9,3
101318,40,40,2
101319,40,40,5
101320,74,74,4
